Genes,EC-Log2fC,PC-Log2fC,AC-Log2fC,MC-Log2fC,M_Log2FC,S_Log2FC,GB_log2FC,Contra-Endo-1,Contra-Endo-2,Contra-Endo-3,Contra-Endo-4,Contra-Endo-5,Ipsi-Endo-1,Ipsi-Endo-2,Ipsi-Endo-3,Ipsi-Endo-4,Ipsi-Endo-5,Contra-Peri-1,Contra-Peri-2,Contra-Peri-3,Contra-Peri-4,Contra-Peri-5,Contra-Peri-6,Ipsi-Peri-1,Ipsi-Peri-2,Ipsi-Peri-3,Ipsi-Peri-4,Ipsi-Peri-5,Ipsi-Peri-6,Contra-Astro-1,Contra-Astro-2,Contra-Astro-3,Contra-Astro-4,Contra-Astro-5,Contra-Astro-6,Ipsi-Astro-1,Ipsi-Astro-2,Ipsi-Astro-3,Ipsi-Astro-4,Ipsi-Astro-5,Ipsi-Astro-6,Contra-MG-1,Contra-MG-2,Contra-MG-3,Contra-MG-4,Contra-MG-5,Contra-MG-6,Ipsi-MG-1,Ipsi-MG-2,Ipsi-MG-3,Ipsi-MG-4,Ipsi-MG-5,Ipsi-MG-6,H1,H2,H3,H4,M1,M2,M3,M4,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,GeneID,MSG_Regulated,Control-EC-exp,EC-EXP,EC-Regulated,Control-PC-exp,PC-EXP,PC-Regulated,Control-AC-exp,AC-EXP,AC-Regulated,Control-MC-exp,MC-EXP,MC-Regulated
Rhbdl2,#N/A,#N/A,#N/A,#N/A,-1.926537767,3.205697813,3.442848299,57.72594449,112.9259766,90.48898643,20.91595848,35.45088678,126.1604985,191.6428081,145.8545643,171.8624061,98.43581722,0,52.6468775,0,0,0,1.817581833,0,0,4.145502978,0,0,0,48.21108959,53.63468078,76.30717191,57.36618154,61.11648179,59.67191305,98.04583192,107.5008445,30.20763909,148.3239989,38.80672814,47.25269475,0,0,0,6.814056783,16.15662687,0,0,20.37976573,0,0,0,9.595801734,15.45973057,27.05250318,14.51093423,20.07019516,1.176276641,7.55669823,6.24722995,5.148783331,11.07097332,15.8684565,10.47473277,139.7510433,106.1396259,103.3050956,11.94713706,4.764578127,9.411486298,99.63135019,99.11638534,82.56113043,ENSMUSG00000043333,1,1,1,0,0,1,0,1,0,0,0,0,0
Tril,#N/A,-3.938510271,#N/A,3.05887352,-2.334091767,-1.076823166,-1.399910968,925.5077657,726.8108069,758.8531833,409.6041868,1226.183613,459.4284051,473.6977474,167.6048064,167.0617802,497.3059516,871.6872317,852.0694636,1147.601236,718.9124743,1781.624463,1572.208286,26.00444194,108.4083478,99.49207147,192.5793499,9.712202266,18.13019177,19110.34023,9415.515627,12480.80104,9042.895963,24272.89324,12384.90555,15409.36812,9685.314179,7802.945669,4300.533618,21536.87175,16368.33346,58.16226455,82.54970701,120.6977449,34.07028391,87.70740301,4.056082579,487.6828572,418.8041858,178.5886271,401.525637,1098.811874,637.363252,2192.962781,2674.70717,1625.224633,1887.510627,456.3953367,419.9365159,386.0788109,399.0307082,1283.226453,975.9100745,1091.467154,497.2807959,401.6093951,688.7006373,687.813748,691.6579248,582.3357147,167.8001687,249.130374,324.3472981,ENSMUSG00000043496,1,1,1,0,1,1,1,1,1,0,0,1,1
Mmp3,#N/A,#N/A,#N/A,12.70167943,6.189786636,7.310026684,11.57427837,0,0,0,0,0,0,120.5495083,122.8248963,47.04613352,0,90.29909168,137.6918335,259.3893206,59.15737236,0,983.3117719,3.250555243,54.84187006,20.72751489,204.4043977,0,45.71961404,0,0,0,0,0,92.49146523,56.60377925,349.1217902,53.12377908,113.8300456,37.08198467,5.906586844,0,0,0,0,0,0,58.95067504,336.2661346,250.6160845,3358.13202,1902.913512,1528.257687,0,0.872661393,0.7255467113,0,22.34925618,9.715754867,11.24501391,75.94455414,2.012904239,6.171066415,24.09188536,1872.663981,1929.637522,1290.848357,0,0,0,343.4659704,1065.277907,151.3620724,ENSMUSG00000043613,1,0,0,0,0,1,0,0,1,0,0,1,1
Ecm2,-1.408230518,-6.749226195,#N/A,4.749208316,-0.6383547859,-0.8676443036,-1.469138765,311.3415694,512.9722555,596.6897521,444.4641176,498.3977612,213.6706709,202.4613537,122.8248963,90.25176634,260.4447664,1100.444931,860.1689832,1436.684957,986.6246509,2634.595072,2244.713564,18.85322041,38.26176981,0,0,13.44766468,14.97711494,19.64155502,121.9926073,33.57515564,114.7323631,324.8823506,361.015074,96.02426837,41.97652022,14.58299818,137.9758129,226.8037667,207.9118569,22.84946108,67.34318203,0,17.5218603,60.01032838,10.5458147,773.8615887,294.4876149,471.631844,524.7931012,1290.627589,1427.249247,2148.902549,2691.287736,1650.618768,2267.932053,1242.148133,1189.640207,1545.56469,1650.185058,1113.136044,1142.528868,878.8300792,511.2559002,414.0401621,792.0057329,2337.372029,2721.368207,2288.167606,781.3195357,871.5098387,999.5794005,ENSMUSG00000043631,1,1,1,1,1,1,1,1,1,0,0,1,1
Tox3,#N/A,#N/A,#N/A,#N/A,-0.789275706,-0.9722768707,-1.10611761,15.14123134,0,15.2308195,0.8714982698,25.02415537,0,1.545506517,0,0,6.152238576,0,5.669663731,0,0,1.022746534,1.817581833,0,6.376961635,0,0,0,0,66.06704869,32.60147263,11.19171855,25.37350337,7.505532852,28.3441587,18.1940719,6.142905399,32.29092454,27.59516258,14.66031952,8.269221582,1.038611867,0,0,0,1.154044777,0,0,0,0,0,5.081210979,25.75715202,85.80150464,72.43089562,50.06272308,65.68427508,41.16968244,29.1472646,48.72839361,39.90307082,63.40648354,65.23698781,54.46861039,29.11480069,32.51123675,31.64300225,81.92322557,71.46867191,123.5257577,36.70628691,44.64702043,46.19491821,ENSMUSG00000043668,1,0,0,0,0,1,0,0,0,0,0,0,0
Ptpn11,#N/A,-2.002544055,#N/A,1.869679025,0.2652341508,-0.3664801916,-0.6558781621,1172.499102,1604.990476,938.039295,771.2759688,1027.033043,1262.334237,1179.994226,647.3895574,1359.537246,1356.568606,2122.630648,1740.586765,1680.353713,2229.932138,2511.865488,1839.392815,570.1473896,580.3035088,458.078079,445.128585,479.6333734,490.3034471,1325.804964,1789.926013,1507.829717,2025.467487,955.3471101,1026.356904,934.9731394,1651.417735,1878.081837,2806.083095,956.3702558,882.4440745,297.042994,590.8821133,748.1179186,474.0636648,361.216015,511.0664049,2138.301758,1961.552452,1241.240292,1336.001781,2223.029803,2000.472141,5469.652674,5379.084827,4870.595073,4774.881886,6042.533105,6134.959435,6042.320807,6411.522443,4797.757255,4238.641046,4956.643545,3561.322421,3585.798171,3705.023293,2791.363238,3022.330725,2861.091835,1494.470253,2266.282757,1741.646704,ENSMUSG00000043733,1,1,1,0,1,1,1,1,1,0,1,1,1
Trem6l,#N/A,8.663556344,#N/A,-3.404361895,4.205538625,2.685290313,2.993764536,0,0,5.375583353,0,0,0,157.6416647,345.4450207,0,7.177611673,0,8.909471578,0,1.002667328,0,0,414.770849,493.5768305,497.4603573,1350.589388,721.6913376,781.9630539,0,42.06641629,0,0,0,0,6.064690634,38.90506752,80.20648999,15.52227895,5.174230419,1.181317369,600.3176592,926.5118431,475.5074948,776.8024733,492.7771196,579.2085922,0,79.48108636,5.920064988,278.2581728,0,0,2.318959585,5.235968358,2.902186845,5.47368959,43.52223572,97.15754867,79.96454336,66.93418331,5.032260599,14.98687558,7.332312937,66.38174558,69.80353772,42.8111207,3.413467732,7.146867191,2.352871575,34.08440927,26.78821226,45.21204761,ENSMUSG00000043740,1,0,0,0,0,1,1,0,0,0,1,0,1
Wdfy3,#N/A,1.004927817,#N/A,-1.170121042,-0.3584862333,-0.4917905168,-0.7312559769,1212.244834,641.5156544,912.9532394,1155.606706,1203.244804,366.0842212,974.4418589,859.7742739,1067.659193,1553.440241,677.8451816,238.1258767,416.5949694,831.2112151,598.3067225,447.125131,992.7195712,1013.9369,742.045033,883.4999998,1414.246068,1388.142074,1415.977557,1266.19913,1562.770881,1521.307007,1509.684322,1336.650852,1728.436831,1559.274154,1939.538758,1426.324966,1431.537083,1646.756412,1792.644083,1887.781458,1634.622045,1590.59554,1858.01209,1628.111547,493.0420094,736.7285313,590.0331438,929.0378734,697.3962069,1166.647474,1157.933819,1008.79657,1418.443821,1215.159089,971.6045056,904.644731,884.6077609,984.7048121,2215.201115,1947.412244,1781.752044,1412.65013,1374.077859,1440.687279,4259.154363,4003.039723,4646.92136,2241.705379,2791.331717,2739.260363,ENSMUSG00000043940,1,1,1,0,1,1,1,1,1,0,1,1,1
S100a1,#N/A,-1.152439696,#N/A,2.456363587,-0.791705634,0.3435870698,-0.6874102216,1633.360331,6462.00881,1368.981894,2170.90219,1113.574914,2216.195116,1054.035445,1180.910201,1639.893797,999.7387687,317.8528027,1120.163563,554.5865945,539.4350226,777.287366,627.0657325,201.5344251,845.5851128,228.0026638,223.8312619,120.2818896,153.7124955,5397.856438,3742.85939,2702.291315,4450.291852,2623.719841,2681.506593,3015.162027,2755.093071,2831.184932,3094.107604,3120.923314,2967.46923,196.2976429,247.649121,218.5045381,137.2545723,245.8115374,210.9162941,863.895347,1248.260651,1185.986353,1439.32892,1147.083378,1006.549098,1276.973745,1348.261852,1307.435174,1409.475069,761.0509868,865.7817115,739.6720261,716.9680789,655.2003299,647.9619736,722.7565609,922.356886,831.9051756,817.1339994,611.864091,665.4527451,565.8656137,313.3143776,528.6207218,300.7584037,ENSMUSG00000044080,1,1,1,0,1,1,1,1,1,0,1,1,1
Ctla2a,#N/A,1.688127212,#N/A,3.404871716,2.183350918,1.753343592,1.862736306,16115.94811,89585.13832,16916.06488,20631.85004,4875.539605,48067.87919,59583.91275,38889.43278,67964.38068,33729.648,411.7638581,754.0652762,163.3192018,158.4214379,112.5021188,283.542766,284.7486393,2688.527025,864.3373709,1804.164436,113.5580573,316.0959522,66.95984665,623.6346216,27.47058189,234.9807051,11.79440877,269.2695076,85.91645065,1567.464694,303.1180336,1215.049502,171.6119756,662.7190439,244.0737888,527.8836527,9.364480204,67.16713115,158.1041344,23.52527896,897.1220911,895.690704,1233.346872,1887.079856,962.8894805,5029.715235,3975.469715,4790.911048,5171.696958,3844.354655,26053.35132,17920.17009,11914.71696,24882.78264,9478.766063,8864.296114,12894.39604,40220.35027,46942.40101,18150.05382,151.0459471,152.4665001,168.2303176,544.0396096,825.0769375,344.0047101,ENSMUSG00000044258,1,1,1,0,1,1,1,1,1,0,0,1,1
Rps2,#N/A,1.105672362,#N/A,0.5022387106,0.8741668834,1.632016489,1.139526625,1772.470394,3420.215483,2058.848424,2465.468605,1176.135302,4640.956143,3678.30551,5775.328977,5507.277997,2248.6432,1707.254827,1964.133507,1932.756116,2356.268221,1514.687617,1145.076555,4035.88939,7038.890252,3409.676199,3160.666347,2710.451525,2501.178196,941.9018428,822.3984386,394.762436,761.2051012,491.0762923,1174.044889,806.6038543,1635.036654,1872.873623,1733.32115,941.7099363,1203.762399,2574.718818,2579.678344,2053.942658,1734.66417,1605.276284,2479.077672,2503.795944,2919.401441,4177.592526,3230.332664,2595.228507,3025.7078,4740.726378,5961.149976,5806.550331,6075.795445,9866.608466,9500.928732,10264.19881,11763.68272,2627.846485,2928.611804,3321.53776,8992.979638,10827.19805,7695.764283,279.0509871,285.0805913,198.8176481,749.857004,485.7595822,452.1204761,ENSMUSG00000044533,1,1,1,0,1,1,1,1,1,0,1,1,1
Kcnj10,#N/A,#N/A,#N/A,#N/A,0.4660585491,-0.6302681437,-1.396312408,10.40959655,106.9192757,34.04536123,0,34.40821364,123.2434928,76.50257259,78.04498617,1.920250348,60.49701267,30.09969723,185.4789992,77.7294597,15.04000992,0,7.270327334,68.91177115,156.8732562,87.05556253,44.76625238,29.1366068,11.03576891,4561.304754,3761.789277,4359.683088,3541.258514,3738.827579,3396.82365,3769.205229,3537.289692,3779.079814,3817.618273,3617.649435,2965.106596,88.2820087,200.9433657,94.68529984,132.3873889,72.70482092,107.8917966,0,126.3545476,35.52038993,34.4423797,0,24.24202543,2372.295655,1275.830957,1633.931194,1487.931287,2326.675196,2439.734,2157.793225,2428.938537,1005.445668,930.9494477,1199.356902,652.1715355,764.9702764,607.7317786,1851.806245,1223.702482,1756.41863,606.9646728,652.7394386,574.9793012,ENSMUSG00000044708,1,0,0,0,0,1,0,1,1,0,1,0,0
Macir,#N/A,1.864063184,#N/A,-1.72430301,0.696012909,0.4306506962,0.6043164889,191.1580457,109.3219561,275.0506815,132.467737,202.2785893,362.437964,343.8752,435.0048409,156.5004033,257.3686471,245.6135294,197.6282786,270.7430619,202.5388003,182.0488831,176.3054378,714.4720424,831.5557972,793.8638202,766.9388144,748.5866669,785.9043999,408.0086656,693.0442085,676.5902576,810.8489121,441.7542193,504.2276653,504.3801044,609.171452,1152.056856,1334.053641,417.3879205,342.582037,1228.677839,1042.733141,913.5570688,1031.842884,851.6850451,877.73627,399.7927598,229.2723645,484.4586515,407.8702859,121.9490635,156.5630809,251.9936082,294.9595508,372.2054629,395.9302137,468.1581032,499.8216115,587.2396153,575.3765373,265.7033596,276.8164078,294.3399908,370.3402648,405.4342465,351.7957309,384.0151199,342.2555288,403.517475,576.81308,617.9147627,520.9214182,ENSMUSG00000044768,1,1,1,0,1,1,1,1,1,0,1,1,1
Tlr1,#N/A,6.78526396,#N/A,#N/A,2.229040398,1.524474357,2.798295208,52.99430969,0,25.08605565,0,0,39.37957758,142.1865996,340.3273167,0,0,0,28.34831866,31.44112976,0,0,0,1077.884119,682.3348949,1618.818913,899.548279,990.6446311,1366.858806,27.67673661,33.65313304,28.48801085,0,12.86662775,2.237696739,0,106.4770269,119.7889136,96.58306903,15.52269126,4.725269475,557.7345726,847.2206772,710.6599977,666.804128,679.7323734,597.0553556,84.67460597,92.72793409,480.5119415,244.7221715,0,0,5.410905698,12.2172595,4.353280268,11.85966078,29.40691603,37.78349115,44.98005564,43.76465832,9.058069077,17.63161833,20.94946553,41.925313,35.37987528,59.56329836,14.50723786,11.91144532,5.882178937,64.23600209,90.18698126,74.69816562,ENSMUSG00000044827,1,0,0,0,0,1,1,0,0,0,1,0,0
Ankrd50,#N/A,-2.552938623,#N/A,2.320782452,-0.4247522766,-0.5954306395,-1.254338156,291.4687033,118.9326775,262.5076537,369.5152664,251.2842269,115.221727,170.7784701,121.5454703,372.5285674,336.3223755,801.8559341,470.5820897,557.2066886,548.4590285,1242.637039,771.5634883,89.7153247,11.47853094,132.6560953,207.7829827,139.7062941,166.3248028,78.56622007,141.974155,152.6143438,61.77896473,332.3878834,303.5808576,94.00270483,150.5011823,148.95491,170.7450685,178.5109495,331.9501806,284.5796516,111.8765766,84.28032184,61.32651105,105.0180747,227.1406244,566.9983109,443.2599047,328.5636068,295.4793627,1819.07353,916.6515867,1566.070706,1823.862311,1399.579606,1511.650608,1315.077285,1164.811056,1146.991419,1065.79815,1896.155794,2144.004789,1855.075173,1318.318175,1094.863708,1489.082459,1985.784853,2556.990262,2250.521661,820.6477002,992.9497343,1032.01413,ENSMUSG00000044864,1,1,1,0,1,1,1,1,1,0,1,1,1
Prkce,#N/A,#N/A,#N/A,-1.251787362,0.7316005954,-0.5023584132,-1.409568203,108.8276003,55.26164813,72.57037526,116.7807682,92.7979095,107.9292126,88.09387147,31.98565007,131.5371488,69.72537053,42.13957612,39.68764612,41.92150635,31.08268717,12.27295841,42.71317309,67.61154905,6.376961635,18.6547634,68.41634798,47.81391885,25.22461464,62.49585687,32.60147263,65.11545336,22.06391598,22.51659856,23.86876522,45.48517976,22.52398646,21.87449727,52.60327867,23.28403689,50.79664686,118.4017528,155.3237908,88.44231304,105.1311618,99.24785078,170.3554683,52.51969231,76.4241215,5.920064988,33.53600128,91.46179762,50.50421966,935.3136992,712.9643581,1016.490943,956.071115,1576.210699,1287.877284,1578.050285,1572.953308,720.6197177,676.1725629,725.8989808,534.5477407,546.9537476,417.8737651,2505.485315,2161.530277,3146.965731,912.4134175,985.806211,1040.859966,ENSMUSG00000045038,1,1,1,0,1,1,0,1,1,0,1,0,1
